member_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,state,zip_code,policy_start_date,deductible_amount,primary_care_physician,emergency_contact_name,emergency_contact_phone
7fd2bd38-610c-4644-b4ce-74a1cfb93470,Jefferey,Collins,2006-12-27,Male,jcollins1f@oakley.com,480-651-6793,67 Saint Paul Point,Scottsdale,AZ,85271,2011-10-07,3783.76,Jefferey Collins,Jefferey Collins,407-492-7869
f45bf6c0-bd6e-4624-8b3b-67f0bd896f19,Brew,Condict,1990-01-18,Male,bcondict1g@sina.com.cn,915-716-8885,009 Cambridge Road,El Paso,TX,79999,1999-05-11,3322.06,Brew Condict,Brew Condict,716-446-2360
e0aab3e8-148e-4d58-8604-a2e8c8199f30,Nicko,Usherwood,2006-11-03,Male,nusherwood1h@cafepress.com,970-235-1818,2265 Jana Road,Grand Junction,CO,81505,2022-01-02,2297.18,Nicko Usherwood,Nicko Usherwood,318-501-4085
28a60f32-24f9-4476-8f3c-5664acc9285f,Kyle,Legrice,1997-10-19,Male,klegrice1i@princeton.edu,214-981-0432,80 Lunder Drive,Irving,TX,75037,1999-10-13,2753.62,Kyle Legrice,Kyle Legrice,518-392-5140
0ce0b19e-70dc-47ad-8130-a3f61ee38807,Tobias,Peinke,1997-05-02,Male,tpeinke1j@ycombinator.com,478-398-9672,072 Havey Circle,Macon,GA,31205,2004-02-16,2534.33,Tobias Peinke,Tobias Peinke,816-180-3821
6ca0c71a-b19c-4ff0-9d26-e4eb72ce9196,Kellen,Loveitt,1963-01-03,Male,kloveitt1k@about.me,212-581-1781,884 Village Green Alley,New York City,NY,10275,1996-04-14,2291.57,Kellen Loveitt,Kellen Loveitt,504-363-4552
75df18d2-3b41-4e28-88a7-66fb9cee71b4,Kristin,Barehead,2002-04-02,Female,kbarehead1l@instagram.com,520-742-8383,784 Farragut Trail,Tucson,AZ,85705,1995-03-02,2556.2,Kristin Barehead,Kristin Barehead,702-626-9974
c0940c21-f436-4abd-a3a9-0d7239e37165,Catlee,Stolz,2015-04-24,Female,cstolz1m@hao123.com,320-566-0982,15 John Wall Avenue,Saint Cloud,MN,56372,2015-05-12,3483.28,Catlee Stolz,Catlee Stolz,520-545-2318
90cc3b06-8739-4d14-a73a-54a72276383b,Fons,Spoure,1973-10-27,Genderfluid,fspoure1n@google.es,713-259-7960,677 Pepper Wood Hill,Houston,TX,77218,2004-10-23,3332.27,Fons Spoure,Fons Spoure,301-175-4200
4acd39d5-0f0b-4df6-8a4c-cb07805159d0,Blinni,Ibbotson,1966-08-08,Female,bibbotson1o@jimdo.com,630-383-9709,93 Messerschmidt Lane,Naperville,IL,60567,2011-07-23,3512.46,Blinni Ibbotson,Blinni Ibbotson,517-568-7533
f82817fc-10c6-4283-8cfb-c652e5edfeb3,Drusie,Songhurst,1988-05-18,Female,dsonghurst1p@hugedomains.com,573-251-4080,689 Washington Road,Columbia,MO,65218,2017-05-16,4105.18,Drusie Songhurst,Drusie Songhurst,352-403-0640
e29daf31-e616-4ef0-bbd3-49eaad359874,Elsinore,Friend,1985-12-18,Female,efriend1q@shop-pro.jp,336-393-5260,910 David Lane,Winston Salem,NC,27110,2003-02-25,1218.42,Elsinore Friend,Elsinore Friend,860-737-5627
d646dba5-281b-4219-8b6a-997bc9e5b63c,Iolande,Jewise,1964-12-10,Female,ijewise1r@jimdo.com,386-293-1909,47195 Talisman Way,Daytona Beach,FL,32123,2019-01-25,1156.44,Iolande Jewise,Iolande Jewise,216-457-8438
0a6845e8-004b-4a2a-85ae-175baed49b87,Lucho,Rounsivall,1995-03-26,Male,lrounsivall1s@uol.com.br,208-701-8644,670 Hermina Street,Boise,ID,83732,2001-07-04,4496.77,Lucho Rounsivall,Lucho Rounsivall,862-445-4996
73269cc1-0608-4b46-9d69-1e84eb87dcf1,Cherye,McHugh,2000-06-19,Female,cmchugh1t@cloudflare.com,205-766-3619,86590 Fuller Point,Birmingham,AL,35244,2001-06-01,1008.52,Cherye McHugh,Cherye McHugh,915-541-9098
848683a7-37f8-4388-b20a-ef53fde5a931,Giovanni,Boath,1996-05-23,Male,gboath1u@samsung.com,816-366-4631,60 Moulton Plaza,Kansas City,MO,64187,1996-07-07,2613.42,Giovanni Boath,Giovanni Boath,202-381-4935
3d11ea68-3853-4c17-8dae-59c69c67de0c,Titos,Waterson,1992-04-06,Male,twaterson1v@time.com,719-884-0652,25 Prairieview Lane,Colorado Springs,CO,80995,2009-01-21,3011.1,Titos Waterson,Titos Waterson,401-226-5161
e6f59a9b-a401-43f0-b718-d6b40483ef51,Freddie,Howat,2013-09-26,Female,fhowat1w@exblog.jp,612-578-4087,518 Talmadge Terrace,Saint Paul,MN,55123,2021-03-04,4139.45,Freddie Howat,Freddie Howat,865-870-2497
8ce1070b-13fe-46fb-84c1-5c699416af7f,Iseabal,Phillipson,1955-05-21,Female,iphillipson1x@wikimedia.org,919-452-9707,11567 Pine View Alley,Raleigh,NC,27658,2019-01-05,4405.48,Iseabal Phillipson,Iseabal Phillipson,212-846-2808
793537ed-7885-4059-ae96-997c27c8a46f,Saundra,Goacher,2015-06-22,Male,sgoacher1y@twitpic.com,208-412-4412,03 Vernon Center,Pocatello,ID,83206,2020-02-23,4017.52,Saundra Goacher,Saundra Goacher,602-841-2966
5586d9d0-0ddb-4f40-9333-706ac8d4f628,Boot,Shelliday,1968-03-13,Male,bshelliday1z@mozilla.org,205-393-0801,94422 Rigney Lane,Birmingham,AL,35205,2013-06-06,4275.53,Boot Shelliday,Boot Shelliday,409-807-2718
a0d0ed78-4b57-474d-8a00-a5c89846e86c,Carlene,Camelli,1985-11-02,Female,ccamelli20@hugedomains.com,920-990-7876,42808 Brickson Park Road,Appleton,WI,54915,2016-09-17,1986.37,Carlene Camelli,Carlene Camelli,917-250-0934
913c3efb-1f5a-4f79-adb0-5a3b60043dbc,Jeannette,Knyvett,1952-02-02,Agender,jknyvett21@washington.edu,801-134-7453,1 Redwing Drive,Salt Lake City,UT,84199,2010-10-19,1969.8,Jeannette Knyvett,Jeannette Knyvett,412-984-8057
6a65dfe3-5409-4e91-94b0-9bff40b956f8,Chere,Knipe,1972-12-26,Female,cknipe22@wufoo.com,602-544-3791,1397 Anzinger Way,Phoenix,AZ,85020,2004-10-29,668.46,Chere Knipe,Chere Knipe,608-496-0934
6e8a4d21-8b77-4fbf-baaa-6cb172b56bf1,Arnold,Garfoot,1996-01-28,Male,agarfoot23@mapy.cz,915-749-4625,7066 Truax Circle,El Paso,TX,79977,2009-07-12,1674.39,Arnold Garfoot,Arnold Garfoot,415-219-7662
653ed861-ff40-4c70-b41d-3a569c96905a,Nedda,Beswetherick,1964-08-15,Female,nbeswetherick24@bing.com,650-259-3459,7357 Shelley Road,San Jose,CA,95113,2019-01-18,790.98,Nedda Beswetherick,Nedda Beswetherick,334-477-5763
6c8ddadd-f5c3-4697-be5c-d293a8f3f559,Ignaz,Harnes,1973-03-07,Male,iharnes25@home.pl,954-398-5967,8 Amoth Alley,Boca Raton,FL,33432,2006-10-26,1214.37,Ignaz Harnes,Ignaz Harnes,915-362-9762
cec0d043-74e7-4683-9da2-7aeb82675294,Fayette,Jelly,1992-08-02,Female,fjelly26@friendfeed.com,956-455-5761,29 Buhler Court,Laredo,TX,78044,2013-03-06,4933.03,Fayette Jelly,Fayette Jelly,682-652-3295
ff118d1e-4967-4b50-845e-5e069293c7c7,Darb,Lidington,1964-07-07,Male,dlidington27@blog.com,970-384-2779,6 La Follette Drive,Grand Junction,CO,81505,2007-02-12,4720.54,Darb Lidington,Darb Lidington,803-316-4821
cb33404b-ccba-4677-8ad2-8b9590124da9,Rycca,Blackadder,1986-01-26,Female,rblackadder28@e-recht24.de,903-209-3431,3 Haas Junction,Tyler,TX,75705,1997-03-02,2157.3,Rycca Blackadder,Rycca Blackadder,570-195-5595
2fe33eb4-f5a0-4975-998d-67794eabb3cc,Rafaello,Roke,1966-07-08,Agender,rroke29@wisc.edu,586-256-6305,71070 Stuart Center,Detroit,MI,48224,2006-03-07,1245.42,Rafaello Roke,Rafaello Roke,713-696-7129
8eca5636-b9b1-4334-ba54-707b429b9bbd,Hanna,Horbart,1958-03-30,Female,hhorbart2a@delicious.com,818-818-2803,6 Dottie Circle,Pasadena,CA,91109,2010-06-07,3097.36,Hanna Horbart,Hanna Horbart,754-173-2874
d34bf85f-c5fb-4b5c-b5fd-7e4542546e4e,Iago,de Pinna,2016-11-19,Male,ide2b@java.com,352-890-0287,7 Magdeline Crossing,Brooksville,FL,34605,2023-06-02,3549.2,Iago de Pinna,Iago de Pinna,517-673-5906
deff428e-69e3-42b5-9614-4b09f73c1452,Georgine,Birnie,1963-04-19,Female,gbirnie2c@wp.com,202-136-8625,087 Stoughton Junction,Washington,DC,20566,2017-10-26,1802.86,Georgine Birnie,Georgine Birnie,540-692-9643
00d6f793-71dd-455c-84b7-f3fb39717db5,Margalit,Brownhall,1980-08-19,Female,mbrownhall2d@ibm.com,727-230-1879,31 Novick Road,Saint Petersburg,FL,33742,2004-11-01,4863.05,Margalit Brownhall,Margalit Brownhall,360-458-8944
d602bf54-6c0a-4a00-a68e-68d36970399f,Kenny,Tille,2000-05-03,Male,ktille2e@wix.com,602-765-2465,0954 Dahle Center,Phoenix,AZ,85067,2020-08-17,2839.29,Kenny Tille,Kenny Tille,517-105-3446
d38dad3d-428d-4a7c-a8a8-f8cc583bf778,Brana,Giacopazzi,1994-06-01,Genderfluid,bgiacopazzi2f@1und1.de,661-987-5240,69663 Thackeray Way,Bakersfield,CA,93381,2011-03-17,1227.23,Brana Giacopazzi,Brana Giacopazzi,513-976-4445
a29bc9f4-7917-44f6-96d5-5143d89928e5,Consuelo,Verner,1991-08-28,Female,cverner2g@ebay.com,415-353-4124,10 Bay Place,San Francisco,CA,94147,2018-04-16,4334.46,Consuelo Verner,Consuelo Verner,971-107-3234
580df9a7-b74a-49ee-9695-8c1a1dba4cb0,Lucho,Collomosse,1971-04-24,Male,lcollomosse2h@google.de,770-719-5335,6 Fisk Terrace,Marietta,GA,30061,2001-12-28,1880.16,Lucho Collomosse,Lucho Collomosse,901-169-3627
703371ca-76b3-4d45-8e66-f9d0b30aac08,Lyon,Coulsen,2012-05-24,Male,lcoulsen2i@meetup.com,678-243-3208,460 Shasta Lane,Decatur,GA,30033,2023-04-29,1473.66,Lyon Coulsen,Lyon Coulsen,915-522-8360
be7281e2-9f67-45e5-9c33-315a0cf8f520,Bill,Greydon,1976-09-14,Female,bgreydon2j@cdc.gov,432-585-8258,08039 Fairview Road,Midland,TX,79705,2019-11-01,1544.36,Bill Greydon,Bill Greydon,404-159-5122
d7b02f98-e52e-46e6-a6bd-a980569b25cc,Wendeline,Pietrowicz,1978-11-01,Genderqueer,wpietrowicz2k@reference.com,478-627-0296,7320 Ramsey Parkway,Macon,GA,31210,2007-11-10,3391.24,Wendeline Pietrowicz,Wendeline Pietrowicz,260-766-2121
321114cc-7954-4e63-aca2-787082e45410,Anitra,Thurlbeck,1950-01-06,Female,athurlbeck2l@g.co,205-259-4911,327 Coleman Alley,Tuscaloosa,AL,35405,2001-10-13,3877.44,Anitra Thurlbeck,Anitra Thurlbeck,251-237-4967
88fbf2c3-befb-430d-a014-2fea5389afc0,Mehetabel,Manvelle,1983-05-11,Female,mmanvelle2m@yelp.com,909-991-3350,56 Cottonwood Crossing,Riverside,CA,92505,2016-07-29,576.1,Mehetabel Manvelle,Mehetabel Manvelle,714-440-6740
6577cddd-b25a-4185-a57d-b2bba3f29597,Renate,Press,1980-04-18,Female,rpress2n@statcounter.com,915-304-7133,4 Bunting Pass,El Paso,TX,88584,2019-06-30,1780.06,Renate Press,Renate Press,320-641-1664
f372f449-f7be-470d-8e80-0ad040b07d30,Elvina,Altimas,1996-10-25,Female,ealtimas2o@unblog.fr,502-908-5320,6388 Coleman Terrace,Louisville,KY,40287,2019-09-14,3733.32,Elvina Altimas,Elvina Altimas,402-247-4290
adf6162d-a27d-4540-b65b-da04963b6afe,Toma,Guyver,2008-07-29,Female,tguyver2p@ox.ac.uk,402-764-3912,95 Loftsgordon Avenue,Lincoln,NE,68583,2012-11-11,2258.97,Toma Guyver,Toma Guyver,651-442-8539
d69e5b40-9ba1-43f3-8294-0601cf4caa98,Evelina,Mourbey,1988-05-21,Female,emourbey2q@bloglovin.com,513-611-4069,260 Lakeland Park,Cincinnati,OH,45296,2016-03-16,1997.86,Evelina Mourbey,Evelina Mourbey,231-345-9100
2d8f7ebc-96fa-40c3-9d57-bb48deddd9e2,Griswold,Guilfoyle,1982-12-18,Male,gguilfoyle2r@yahoo.com,716-719-7772,1 Melby Way,Buffalo,NY,14210,2015-10-21,2295.66,Griswold Guilfoyle,Griswold Guilfoyle,716-732-1704
6df8350d-aa11-4034-9e09-53e9f1e1135d,Jacques,Bunten,1990-01-30,Male,jbunten2s@house.gov,203-999-9485,9647 Dahle Terrace,Norwalk,CT,06854,2006-12-13,4620.33,Jacques Bunten,Jacques Bunten,971-502-3607
2dbcad3b-99ec-45d5-b8d1-4e3e0b6b7e87,Daniella,Bertouloume,2019-07-05,Bigender,dbertouloume2t@exblog.jp,713-762-1558,1 Gateway Pass,Houston,TX,77255,2012-01-29,1304.83,Daniella Bertouloume,Daniella Bertouloume,608-982-0415
51027d9c-d576-494f-920f-150ee80b154d,Burch,Henrichsen,1991-04-16,Bigender,bhenrichsen2u@topsy.com,712-500-6969,2093 Dahle Drive,Sioux City,IA,51105,2013-03-13,2955.12,Burch Henrichsen,Burch Henrichsen,318-976-1628
872dfc0c-6d68-49e2-93ba-5c79ba519086,Tiebold,Drage,1954-12-29,Male,tdrage2v@constantcontact.com,617-764-7039,59931 Golden Leaf Alley,Boston,MA,02109,2004-11-24,2666.33,Tiebold Drage,Tiebold Drage,419-574-0406
9cda8e2a-64d0-4b74-a09e-ff42009146d1,Auroora,Von Welldun,2013-06-07,Female,avon2w@instagram.com,682-510-9620,5513 Hooker Circle,Denton,TX,76205,2004-04-16,1527.94,Auroora Von Welldun,Auroora Von Welldun,918-141-0485
84be07ad-5e55-4ad9-adc0-ea5503cdd034,Valina,Aries,1985-12-03,Non-binary,varies2x@usatoday.com,413-943-1650,16 Roxbury Pass,Springfield,MA,01105,2000-04-22,1050.96,Valina Aries,Valina Aries,915-207-7981
d7cc117c-8973-439b-8665-4be279e4ac1e,Shauna,Guisby,2021-02-28,Female,sguisby2y@wired.com,941-554-9697,57 Kedzie Road,Sarasota,FL,34238,2016-02-17,3272.94,Shauna Guisby,Shauna Guisby,404-623-0539
